County;Site;parnr;Lupin;Species;Swedish.name.x;Occ;Veghgt.avg;Litt.avg;Time.of.immigration;Index.of.invasive.concern;Biodiversity.relevance;Nectar.production;Heat.requirement;Cold.requirement;Temp..optimum;Continentality;Light;Moisture;Soil.reaction..pH.;Nitrogen..N.;Phosphorus..P.;Salinity;Grazing.mowing;Soil.disturbance;Longevity;Pollinator.dependence;Phenology;Extreme.phenology;Seed.dormancy;Seed.bank;Seed.disperser;Nitrogen.fixation;Photosynthetic.pathway;Mycorrhiza;Carnivory;Parasitism;X1.Siliceous.rock;X2.Ultrabasic.rock;X3.Calcareous.rock;X4.Dry.heath;X5..Dry.meadow;X6.Steppic.meadow;X7.Sand.steppe;Swedish.name.y;Family;Dataset;Distribution.in.all.counties;Missing.county;Status;Medelhöjd..cm.;Träd;Management.dependent
Uppsala;Larsbo;2;No;Potentilla reptans;Revfingerört;2;5,625;1,6;0;0;4;3;10;2;4;5;6;4;7;6;3;2;5;2;4;2;9;2;;4;Passive;0;C3;AM;0;0;0;0;0;0;1;2;0;Revfingerört;Rosaceae;Uppland;yes;;LC;15;0;0
Uppsala;Larsbo;2;No;Ranunculus acris subsp. acris;Smörblomma;1;5,625;1,6;0;0;5;4;2;3;9;5;5;5;4;7;3;2;5;2;4;2;6;3;;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Vanligsmörblomma;Ranunculaceae;Uppland;yes;;LC;45;0;1
Uppsala;Larsbo;2;No;Rumex crispus;Krusskräppa;1;5,625;1,6;0;0;6;1;5;1;6;4;6;7;6;7;5;3;6;7;4;0b;8;1;2;4;Passive;0;C3;None;0;0;0;0;0;0;0;0;0;Krusskräppa;Polygonaceae;Uppland;yes;;LC;105;0;-1
Uppsala;Larsbo;2;No;Taraxacum;Maskros;9;5,625;1,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Maskros;Asteraceae;Uppland;yes;;LC;NA;0;1
Uppsala;Larsbo;2;No;Trifolium hybridum;Alsikeklöver;4;5,625;1,6;1;7;5;4;6;3;7;6;6;4;6;4;4;1;3;7;4;2a;8;1;2;4;Passive;1;C3;AM;0;0;0;0;0;0;0;0;0;Alsikeklöver;Fabaceae;Uppland;yes;;LC;35;0;1
Uppsala;Larsbo;2;No;Tripleurospermum inodorum;Baldersbrå;1;5,625;1,6;1;4;4;4;6;4;8;5;6;5;7;8;5;3;3;9;1;2;7;2;2;4;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Baldersbrå;Asteraceae;Uppland;yes;;LC;50;0;0
Uppsala;Larsbo;2;No;Tussilago farfara;Hästhov;6;5,625;1,6;0;0;4;5;3;3;9;4;5;6;6;5;4;2;2;6;4;1;3;6;2;2;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Hästhov;Asteraceae;Uppland;yes;;LC;12,5;0;0
Uppsala;Larsbo;2;No;Tussilago farfara;Hästhov;6;5,625;1,6;0;0;4;5;3;3;9;4;5;6;6;5;4;2;2;6;4;1;3;6;2;2;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Tussilago;Asteraceae;Värmland;yes;;LC;12,5;0;0
Uppsala;Larsbo;2;No;Veronica arvensis;Fältveronika;5;5,625;1,6;0;0;3;3;10;2;4;5;6;4;6;3;4;1;5;7;1;0c;6;3;2;2;Passive;0;C3;AM;0;0;0;1;1;0;1;1;0;Fältveronika;Plantaginaceae;Uppland;yes;;LC;15;0;1
Uppsala;Larsbo;2;No;Vicia cracca;Kråkvicker;3;5,625;1,6;0;0;5;4;4;3;8;5;5;5;6;3;3;2;4;3;4;2a;8;1;3;2;Expl;1;C3;AM;0;0;0;0;0;0;1;1;0;Kråkvicker;Fabaceae;Uppland;yes;;LC;60;0;1
Uppsala;Larsbo;2;Yes;Achillea millefolium;Röllika;11;45;1,2;0;0;6;6;3;3;9;5;6;2;5;5;5;2;5;2;4;2;8;1;2;3;Myr;0;C3;AM;0;0;1;1;1;1;1;1;0;Röllika;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Larsbo;2;Yes;Campanula persicifolia;Stor blåklocka;1;45;1,2;0;0;3;5;9;3;6;6;5;3;6;5;3;1;3;3;4;2a;8;1;2;3;Passive;0;C3;AM;0;0;0;1;1;0;1;1;0;Storblåklocka;Campanulaceae;Uppland;yes;;LC;65;0;1
Uppsala;Larsbo;2;Yes;Carex pallescens;Blekstarr;2;45;1,2;0;0;4;1;5;3;8;4;5;5;3;4;4;1;4;6;4;0b;7;2;;3;Passive;0;C3;None;0;0;0;0;0;0;0;0;0;Blekstarr;Cyperaceae;Uppland;yes;;LC;42,5;0;1
Uppsala;Larsbo;2;Yes;Cirsium arvense;Åkertistel;5;45;1,2;0;0;5;5;6;3;7;5;6;5;5;7;4;2;3;2;4;2;9;2;4;4;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Åkertistel;Asteraceae;Uppland;yes;;LC;95;0;-1
Uppsala;Larsbo;2;Yes;Cirsium heterophyllum;Brudborste;3;45;1,2;0;0;4;7;3;7;12;5;5;5;5;7;5;2;5;2;4;1;9;2;;1;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Brudborste;Asteraceae;Uppland;yes;;LC;90;0;0
Uppsala;Larsbo;2;Yes;Galium boreale;Vitmåra;6;45;1,2;0;0;5;3;3;4;10;5;5;5;7;4;2;2;5;4;4;1;9;2;3;1;Passive;0;C3;AM;0;0;0;1;1;0;2;1;0;Vitmåra;Rubiaceae;Uppland;yes;;LC;45;0;1
Uppsala;Larsbo;2;Yes;Gallium mollugo;Stormåra;1;45;1,2;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Larsbo;2;Yes;Lathyrus pratensis;Gulvial;4;45;1,2;0;0;5;5;3;2;8;5;6;5;5;5;3;2;3;2;4;2a;9;2;3;2;Expl;1;C3;AM;0;0;0;0;0;0;0;0;0;Gulvial;Fabaceae;Uppland;yes;;LC;60;0;1
Uppsala;Larsbo;2;Yes;Leucanthemum vulgare;Prästkrage;4;45;1,2;0;0;5;6;3;3;9;5;6;3;6;4;3;1;5;7;3;1;7;2;2;4;Passive;0;C3;AM;0;0;0;0;1;0;3;1;0;Prästkrage;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Larsbo;2;Yes;Lotus corniculatus;Käringtand;3;45;1,2;0;0;5;3;3;2;8;3;6;3;5;3;2;2;6;3;4;2a;7;2;3;4;Expl;1;C3;AM;0;0;0;1;1;1;2;1;0;Käringtand;Fabaceae;Uppland;yes;;LC;40;0;2
Uppsala;Larsbo;2;Yes;Lupinus polyphyllus;Blomsterlupin;16;45;1,2;4;18,1;2;5;6;4;8;4;5;3;2;2;4;1;2;2;4;1a;7;2;2;3;Expl;1;C3;None;0;0;0;0;0;0;0;0;0;Lupin;Fabaceae;Uppland;yes;;;85;0;-1
Uppsala;Larsbo;2;Yes;Luzula multiflora;Ängsfryle;1;45;1,2;0;0;3;1;4;3;8;5;5;3;4;4;4;1;5;5;3;0b;7;2;;3;Myr;0;C3;None;0;0;0;1;0;0;0;0;0;Ängsfryle;Juncaceae;Uppland;yes;;LC;30;0;2
Uppsala;Larsbo;2;Yes;Populus tremula;Asp;1;45;1,2;0;0;7;3;4;3;8;5;6;5;4;5;4;1;2;2;4;0b;7;2;2;1;AirP;0;C3;AM/EM;0;0;0;0;0;0;0;0;0;Asp;Salicaceae;Uppland;yes;;LC;1750;1;NA
Uppsala;Larsbo;2;Yes;Ranunculus acris subsp. acris;Smörblomma;1;45;1,2;0;0;5;4;2;3;9;5;5;5;4;7;3;2;5;2;4;2;6;3;;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Vanligsmörblomma;Ranunculaceae;Uppland;yes;;LC;45;0;1
Uppsala;Larsbo;2;Yes;Scorzoneroides autumnalis;Höstfibbla;1;45;1,2;0;0;4;5;2;4;10;5;6;5;6;5;3;2;7;5;4;1;11;4;;2;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Höstfibbla;Asteraceae;Uppland;yes;;LC;25;0;1
Uppsala;Larsbo;2;Yes;Taraxacum;Maskros;3;45;1,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Maskros;Asteraceae;Uppland;yes;;LC;NA;0;1
Uppsala;Larsbo;2;Yes;Trifolium hybridum;Alsikeklöver;10;45;1,2;1;7;5;4;6;3;7;6;6;4;6;4;4;1;3;7;4;2a;8;1;2;4;Passive;1;C3;AM;0;0;0;0;0;0;0;0;0;Alsikeklöver;Fabaceae;Uppland;yes;;LC;35;0;1
Uppsala;Larsbo;2;Yes;Trifolium medium;Skogsklöver;2;45;1,2;0;0;5;6;6;4;8;6;5;3;5;3;3;1;3;2;4;2a;8;1;;2;Passive;1;C3;AM;0;0;0;0;0;1;2;1;0;Skogsklöver;Fabaceae;Uppland;yes;;LC;27,5;0;1
Uppsala;Larsbo;2;Yes;Tripleurospermum inodorum;Baldersbrå;1;45;1,2;1;4;4;4;6;4;8;5;6;5;7;8;5;3;3;9;1;2;7;2;2;4;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Baldersbrå;Asteraceae;Uppland;yes;;LC;50;0;0
Uppsala;Larsbo;2;Yes;Veronica arvensis;Fältveronika;1;45;1,2;0;0;3;3;10;2;4;5;6;4;6;3;4;1;5;7;1;0c;6;3;2;2;Passive;0;C3;AM;0;0;0;1;1;0;1;1;0;Fältveronika;Plantaginaceae;Uppland;yes;;LC;15;0;1
Uppsala;Larsbo;2;Yes;Veronica chamaedrys;Teveronika;2;45;1,2;0;0;4;3;5;3;8;4;4;4;5;5;4;1;5;2;4;1;6;3;;3;Myr;0;C3;AM;0;0;0;0;0;0;2;0;0;Teveronika;Plantaginaceae;Uppland;yes;;LC;20;0;1
Uppsala;Larsbo;2;Yes;Vicia cracca;Kråkvicker;6;45;1,2;0;0;5;4;4;3;8;5;5;5;6;3;3;2;4;3;4;2a;8;1;3;2;Expl;1;C3;AM;0;0;0;0;0;0;1;1;0;Kråkvicker;Fabaceae;Uppland;yes;;LC;60;0;1
Uppsala;Lilla harnevi;1;No;Achillea millefolium;Röllika;10;1,25;2,6;0;0;6;6;3;3;9;5;6;2;5;5;5;2;5;2;4;2;8;1;2;3;Myr;0;C3;AM;0;0;1;1;1;1;1;1;0;Röllika;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Lilla harnevi;1;No;Convolvulus arvensis;Åkervinda;1;1,25;2,6;0;0;4;4;9;1;4;6;7;2;7;4;3;2;2;6;4;1;8;1;3;3;Passive;0;C3;AM;0;0;0;0;2;0;0;2;0;Åkervinda;Convolvulaceae;Uppland;yes;;LC;100;0;0
Uppsala;Lilla harnevi;1;No;Equisetum arvense;Åkerfräken;1;1,25;2,6;0;0;1;1;2;3;9;5;5;4;6;5;4;2;3;2;4;0b;5;4;;NA;AirD;0;C3;AM;0;0;0;0;0;0;1;0;0;Åkerfräken;Equisetaceae;Uppland;yes;;LC;30;0;0
Uppsala;Lilla harnevi;1;No;Gallium mollugo;Stormåra;2;1,25;2,6;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Lilla harnevi;1;No;Lupinus polyphyllus;Blomsterlupin;1;1,25;2,6;4;18,1;2;5;6;4;8;4;5;3;2;2;4;1;2;2;4;1a;7;2;2;3;Expl;1;C3;None;0;0;0;0;0;0;0;0;0;Lupin;Fabaceae;Uppland;yes;;;85;0;-1
Uppsala;Lilla harnevi;1;No;Potentilla reptans;Revfingerört;16;1,25;2,6;0;0;4;3;10;2;4;5;6;4;7;6;3;2;5;2;4;2;9;2;;4;Passive;0;C3;AM;0;0;0;0;0;0;1;2;0;Revfingerört;Rosaceae;Uppland;yes;;LC;15;0;0
Uppsala;Lilla harnevi;1;No;Ranunculus acris subsp. acris;Smörblomma;1;1,25;2,6;0;0;5;4;2;3;9;5;5;5;4;7;3;2;5;2;4;2;6;3;;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Vanligsmörblomma;Ranunculaceae;Uppland;yes;;LC;45;0;1
Uppsala;Lilla harnevi;1;No;Rumex acetosella;Bergsyra;2;1,25;2,6;0;0;6;1;3;2;8;5;6;2;3;2;4;2;5;4;4;0b;7;2;2;4;Passive;0;C3;None;0;0;2;1;0;2;0;0;0;Bergsyra;Polygonaceae;Uppland;yes;;LC;25;0;2
Uppsala;Lilla harnevi;1;No;Tripleurospermum inodorum;Baldersbrå;5;1,25;2,6;1;4;4;4;6;4;8;5;6;5;7;8;5;3;3;9;1;2;7;2;2;4;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Baldersbrå;Asteraceae;Uppland;yes;;LC;50;0;0
Uppsala;Lilla harnevi;1;Yes;Achillea millefolium;Röllika;2;75;1,6;0;0;6;6;3;3;9;5;6;2;5;5;5;2;5;2;4;2;8;1;2;3;Myr;0;C3;AM;0;0;1;1;1;1;1;1;0;Röllika;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Lilla harnevi;1;Yes;Artemisia vulgaris;Gråbo;1;75;1,6;0;0;6;1;6;3;7;5;7;2;6;8;5;2;3;6;4;0b;11;4;2;2;Adh;0;C3;AM;0;0;0;0;0;0;0;0;0;Gråbo;Asteraceae;Uppland;yes;;LC;125;0;-1
Uppsala;Lilla harnevi;1;Yes;Cirsium arvense;Åkertistel;3;75;1,6;0;0;5;5;6;3;7;5;6;5;5;7;4;2;3;2;4;2;9;2;4;4;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Åkertistel;Asteraceae;Uppland;yes;;LC;95;0;-1
Uppsala;Lilla harnevi;1;Yes;Gallium mollugo;Stormåra;4;75;1,6;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Lilla harnevi;1;Yes;Lamium album;Vitplister;1;75;1,6;1;4;5;6;9;4;7;6;5;5;6;8;5;2;3;6;4;1a;5;4;;4;Myr;0;C3;AM;0;0;0;0;0;0;0;0;0;Vitplister;Lamiaceae;Uppland;yes;;LC;50;0;0
Uppsala;Lilla harnevi;1;Yes;Lupinus polyphyllus;Blomsterlupin;16;75;1,6;4;18,1;2;5;6;4;8;4;5;3;2;2;4;1;2;2;4;1a;7;2;2;3;Expl;1;C3;None;0;0;0;0;0;0;0;0;0;Lupin;Fabaceae;Uppland;yes;;;85;0;-1
Uppsala;Lilla harnevi;1;Yes;Myosotis scorpioides;Äkta förgätmigej;6;75;1,6;0;0;3;5;7;4;8;5;5;9;5;7;5;2;4;4;4;1;7;2;;3;Water;0;C3;AM;0;0;0;0;0;0;0;0;0;Förgätmigej;Boraginaceae;Uppland;yes;;LC;30;0;1
Uppsala;Lilla harnevi;1;Yes;Myosotis scorpioides;Äkta förgätmigej;6;75;1,6;0;0;3;5;7;4;8;5;5;9;5;7;5;2;4;4;4;1;7;2;;3;Water;0;C3;AM;0;0;0;0;0;0;0;0;0;Äkta förgätmigej;Boraginaceae;Uppland;yes;;LC;30;0;1
Uppsala;Lilla harnevi;1;Yes;Potentilla reptans;Revfingerört;16;75;1,6;0;0;4;3;10;2;4;5;6;4;7;6;3;2;5;2;4;2;9;2;;4;Passive;0;C3;AM;0;0;0;0;0;0;1;2;0;Revfingerört;Rosaceae;Uppland;yes;;LC;15;0;0
Uppsala;Lilla harnevi;1;Yes;Ranunculus acris subsp. acris;Smörblomma;6;75;1,6;0;0;5;4;2;3;9;5;5;5;4;7;3;2;5;2;4;2;6;3;;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Vanligsmörblomma;Ranunculaceae;Uppland;yes;;LC;45;0;1
Uppsala;Lilla harnevi;1;Yes;Succisa pratensis;Ängsvädd;2;75;1,6;0;0;4;6;5;2;7;4;5;6;5;2;3;1;6;4;4;1;11;4;4;2;Adh;0;C3;AM;0;0;0;0;0;0;0;0;0;Ängsvädd;Caprifoliaceae;Uppland;yes;;LC;42,5;0;1
Uppsala;Lilla harnevi;1;Yes;Tripleurospermum inodorum;Baldersbrå;1;75;1,6;1;4;4;4;6;4;8;5;6;5;7;8;5;3;3;9;1;2;7;2;2;4;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Baldersbrå;Asteraceae;Uppland;yes;;LC;50;0;0
Uppsala;Lilla harnevi;1;Yes;Vicia cracca;Kråkvicker;1;75;1,6;0;0;5;4;4;3;8;5;5;5;6;3;3;2;4;3;4;2a;8;1;3;2;Expl;1;C3;AM;0;0;0;0;0;0;1;1;0;Kråkvicker;Fabaceae;Uppland;yes;;LC;60;0;1
Uppsala;Lilla harnevi;2;No;Cirsium arvense;Åkertistel;12;6,875;2,4;0;0;5;5;6;3;7;5;6;5;5;7;4;2;3;2;4;2;9;2;4;4;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Åkertistel;Asteraceae;Uppland;yes;;LC;95;0;-1
Uppsala;Lilla harnevi;2;No;Gallium mollugo;Stormåra;5;6,875;2,4;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Lilla harnevi;2;No;Lupinus polyphyllus;Blomsterlupin;1;6,875;2,4;4;18,1;2;5;6;4;8;4;5;3;2;2;4;1;2;2;4;1a;7;2;2;3;Expl;1;C3;None;0;0;0;0;0;0;0;0;0;Lupin;Fabaceae;Uppland;yes;;;85;0;-1
Uppsala;Lilla harnevi;2;No;Potentilla reptans;Revfingerört;7;6,875;2,4;0;0;4;3;10;2;4;5;6;4;7;6;3;2;5;2;4;2;9;2;;4;Passive;0;C3;AM;0;0;0;0;0;0;1;2;0;Revfingerört;Rosaceae;Uppland;yes;;LC;15;0;0
Uppsala;Lilla harnevi;2;No;Ranunculus acris subsp. acris;Smörblomma;1;6,875;2,4;0;0;5;4;2;3;9;5;5;5;4;7;3;2;5;2;4;2;6;3;;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Vanligsmörblomma;Ranunculaceae;Uppland;yes;;LC;45;0;1
Uppsala;Lilla harnevi;2;No;Vicia cracca;Kråkvicker;4;6,875;2,4;0;0;5;4;4;3;8;5;5;5;6;3;3;2;4;3;4;2a;8;1;3;2;Expl;1;C3;AM;0;0;0;0;0;0;1;1;0;Kråkvicker;Fabaceae;Uppland;yes;;LC;60;0;1
Uppsala;Lilla harnevi;2;No;Vicia tetrasperma;Sparvvicker;3;6,875;2,4;0;0;4;3;10;2;4;6;6;2;7;3;4;1;3;7;1;0c;7;2;;3;Expl;1;C3;AM;0;0;0;0;2;0;2;2;0;Sparvvicker;Fabaceae;Uppland;yes;;LC;42,5;0;1
Uppsala;Lilla harnevi;2;Yes;Cirsium arvense;Åkertistel;11;63,75;2;0;0;5;5;6;3;7;5;6;5;5;7;4;2;3;2;4;2;9;2;4;4;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Åkertistel;Asteraceae;Uppland;yes;;LC;95;0;-1
Uppsala;Lilla harnevi;2;Yes;Gallium mollugo;Stormåra;4;63,75;2;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Lilla harnevi;2;Yes;Lupinus polyphyllus;Blomsterlupin;16;63,75;2;4;18,1;2;5;6;4;8;4;5;3;2;2;4;1;2;2;4;1a;7;2;2;3;Expl;1;C3;None;0;0;0;0;0;0;0;0;0;Lupin;Fabaceae;Uppland;yes;;;85;0;-1
Uppsala;Lilla harnevi;2;Yes;Potentilla reptans;Revfingerört;4;63,75;2;0;0;4;3;10;2;4;5;6;4;7;6;3;2;5;2;4;2;9;2;;4;Passive;0;C3;AM;0;0;0;0;0;0;1;2;0;Revfingerört;Rosaceae;Uppland;yes;;LC;15;0;0
Uppsala;Lilla harnevi;2;Yes;Succisa pratensis;Ängsvädd;2;63,75;2;0;0;4;6;5;2;7;4;5;6;5;2;3;1;6;4;4;1;11;4;4;2;Adh;0;C3;AM;0;0;0;0;0;0;0;0;0;Ängsvädd;Caprifoliaceae;Uppland;yes;;LC;42,5;0;1
Uppsala;Lilla harnevi;2;Yes;Trifolium repens;Vitklöver;1;63,75;2;1;4;5;6;3;2;8;5;6;5;6;4;4;2;8;4;4;2a;7;2;2;4;Passive;1;C3;AM;0;0;0;0;0;1;1;1;0;Vitklöver;Fabaceae;Uppland;yes;;LC;20;0;1
Uppsala;Lilla harnevi;2;Yes;Urtica dioica;Brännässla;4;63,75;2;0;0;5;1;4;3;8;5;4;5;5;6;5;2;4;1;4;0b;9;2;2;4;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Brännässla;Urticaceae;Uppland;yes;;LC;115;0;-1
Uppsala;Lilla harnevi;2;Yes;Vicia cracca;Kråkvicker;1;63,75;2;0;0;5;4;4;3;8;5;5;5;6;3;3;2;4;3;4;2a;8;1;3;2;Expl;1;C3;AM;0;0;0;0;0;0;1;1;0;Kråkvicker;Fabaceae;Uppland;yes;;LC;60;0;1
Uppsala;Lilla harnevi;2;Yes;Vicia tetrasperma;Sparvvicker;1;63,75;2;0;0;4;3;10;2;4;6;6;2;7;3;4;1;3;7;1;0c;7;2;;3;Expl;1;C3;AM;0;0;0;0;2;0;2;2;0;Sparvvicker;Fabaceae;Uppland;yes;;LC;42,5;0;1
Uppsala;Littersbo 1;1;No;Achillea millefolium;Röllika;11;8,75;1,4;0;0;6;6;3;3;9;5;6;2;5;5;5;2;5;2;4;2;8;1;2;3;Myr;0;C3;AM;0;0;1;1;1;1;1;1;0;Röllika;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Littersbo 1;1;No;Artemisia vulgaris;Gråbo;2;8,75;1,4;0;0;6;1;6;3;7;5;7;2;6;8;5;2;3;6;4;0b;11;4;2;2;Adh;0;C3;AM;0;0;0;0;0;0;0;0;0;Gråbo;Asteraceae;Uppland;yes;;LC;125;0;-1
Uppsala;Littersbo 1;1;No;Betula pendula;Vårtbjörk;6;8,75;1,4;0;0;8;1;6;4;8;7;5;4;4;4;3;2;3;5;4;0b;5;4;2;4;AirW;0;C3;EM;0;0;1;1;0;1;1;0;0;Vårtbjörk;Betulaceae;Uppland;yes;;LC;1650;1;NA
Uppsala;Littersbo 1;1;No;Campanula rotundifolia;Liten blåklocka;6;8,75;1,4;0;0;4;4;2;4;10;5;6;3;5;4;2;2;5;3;4;2a;8;1;2;3;Passive;0;C3;AM;0;0;0;1;1;2;2;1;0;Litenblåklocka;Campanulaceae;Uppland;yes;;LC;30;0;2
Uppsala;Littersbo 1;1;No;Cerastium fontanum;Hönsarv;3;8,75;1,4;0;0;4;3;3;2;8;5;5;6;6;5;3;2;6;6;3;0c;6;3;;4;Passive;0;C3;None;0;0;1;1;1;0;0;0;0;Hönsarv;Caryophyllaceae;Uppland;yes;;LC;20;0;1
Uppsala;Littersbo 1;1;No;Cirsium arvense;Åkertistel;1;8,75;1,4;0;0;5;5;6;3;7;5;6;5;5;7;4;2;3;2;4;2;9;2;4;4;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Åkertistel;Asteraceae;Uppland;yes;;LC;95;0;-1
Uppsala;Littersbo 1;1;No;Equisetum sylvaticum;Skogsfräken;5;8,75;1,4;0;0;1;1;3;4;10;5;4;5;2;3;2;2;3;2;4;0b;6;3;;NA;AirD;0;C3;AM;0;0;0;0;0;0;0;0;0;Skogsfräken;Equisetaceae;Uppland;yes;;LC;40;0;-1
Uppsala;Littersbo 1;1;No;Fragaria vesca;Smultron;3;8,75;1,4;0;0;5;3;4;2;7;4;4;4;5;4;3;2;5;4;4;1;6;3;;4;Bird;0;C3;AM;0;0;0;1;1;1;1;0;0;Smultron;Rosaceae;Uppland;yes;;LC;12,5;0;0
Uppsala;Littersbo 1;1;No;Gallium mollugo;Stormåra;11;8,75;1,4;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Littersbo 1;1;No;Hieracium umbellatum;Flockfibbla;4;8,75;1,4;0;0;4;5;5;3;8;5;6;3;4;4;3;2;3;5;4;1;10;3;;2;AirP;0;C3;AM;0;0;1;1;0;1;1;0;0;Flockfibbla;Asteraceae;Uppland;yes;;LC;52,5;0;0
Uppsala;Littersbo 1;1;No;Lathyrus pratensis;Gulvial;1;8,75;1,4;0;0;5;5;3;2;8;5;6;5;5;5;3;2;3;2;4;2a;9;2;3;2;Expl;1;C3;AM;0;0;0;0;0;0;0;0;0;Gulvial;Fabaceae;Uppland;yes;;LC;60;0;1
Uppsala;Littersbo 1;1;No;Leucanthemum vulgare;Prästkrage;11;8,75;1,4;0;0;5;6;3;3;9;5;6;3;6;4;3;1;5;7;3;1;7;2;2;4;Passive;0;C3;AM;0;0;0;0;1;0;3;1;0;Prästkrage;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Littersbo 1;1;No;Lotus corniculatus;Käringtand;5;8,75;1,4;0;0;5;3;3;2;8;3;6;3;5;3;2;2;6;3;4;2a;7;2;3;4;Expl;1;C3;AM;0;0;0;1;1;1;2;1;0;Käringtand;Fabaceae;Uppland;yes;;LC;40;0;2
Uppsala;Littersbo 1;1;No;Lupinus polyphyllus;Blomsterlupin;2;8,75;1,4;4;18,1;2;5;6;4;8;4;5;3;2;2;4;1;2;2;4;1a;7;2;2;3;Expl;1;C3;None;0;0;0;0;0;0;0;0;0;Lupin;Fabaceae;Uppland;yes;;;85;0;-1
Uppsala;Littersbo 1;1;No;Luzula multiflora;Ängsfryle;2;8,75;1,4;0;0;3;1;4;3;8;5;5;3;4;4;4;1;5;5;3;0b;7;2;;3;Myr;0;C3;None;0;0;0;1;0;0;0;0;0;Ängsfryle;Juncaceae;Uppland;yes;;LC;30;0;2
Uppsala;Littersbo 1;1;No;Myosotis arvensis;Åkerförgätmigej;1;8,75;1,4;0;0;3;4;3;3;9;4;5;5;6;6;3;1;3;8;1;0c;6;3;;3;Adh;0;C3;AM;0;0;0;2;0;0;0;0;0;Åkerförgätmigej;Boraginaceae;Uppland;yes;;LC;25;0;1
Uppsala;Littersbo 1;1;No;Noccaea caerulescens;Backskärvfrö;4;8,75;1,4;3;11,6;1;3;3;7;12;7;5;2;4;3;4;1;3;4;3;1;3;6;;NA;Passive;0;C3;None;0;0;0;2;0;0;2;1;0;Backskärvfrö;Brassicaceae;Uppland;yes;;LC;22,5;0;2
Uppsala;Littersbo 1;1;No;Pilosella cymosa;Kvastfibbla;9;8,75;1,4;0;0;3;3;5;3;8;8;7;2;6;5;2;1;4;6;4;0d;7;2;2;2;AirP;0;C3;AM;0;0;0;3;0;0;3;0;0;Kvastfibbla;Asteraceae;Uppland;yes;;LC;60;0;0
